ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP	SAMPLE_NAME
All Reads	ALL	96	986	980	14	92.188078	2.94484	NA	NA	NA	BC18-P1
All Reads	ALL	97	658	2866	14	403.994907	7.546365	NA	NA	NA	BC18-P1
All Reads	ALL	98	328	4362	14	1233.495063	18.676461	NA	NA	NA	BC18-P1
All Reads	ALL	99	133	1071	14	746.901666	22.822788	NA	NA	NA	BC18-P1
All Reads	ALL	100	339	1	21	0.273606	0.273606	NA	NA	NA	BC18-P1
All Reads	ALL	0	132619	26	14	0.017986	0.003527	NA	NA	NA	BC02-P1
All Reads	ALL	1	95016	49	9	0.047311	0.006759	NA	NA	NA	BC02-P1
All Reads	ALL	2	109250	45	12	0.037788	0.005633	NA	NA	NA	BC02-P1
All Reads	ALL	3	139082	564	12	0.372021	0.015665	NA	NA	NA	BC02-P1
All Reads	ALL	4	149438	92	14	0.056479	0.005888	NA	NA	NA	BC02-P1
All Reads	ALL	5	152532	123	13	0.073978	0.00667	NA	NA	NA	BC02-P1
All Reads	ALL	6	173446	317	14	0.16767	0.009417	NA	NA	NA	BC02-P1
All Reads	ALL	7	187203	310	16	0.151918	0.008628	NA	NA	NA	BC02-P1
All Reads	ALL	8	213554	119	14	0.051121	0.004686	NA	NA	NA	BC02-P1
All Reads	ALL	9	241757	214	17	0.081207	0.005551	NA	NA	NA	BC02-P1
All Reads	ALL	10	285954	260	16	0.083414	0.005173	NA	NA	NA	BC02-P1
All Reads	ALL	11	351175	359	16	0.093784	0.00495	NA	NA	NA	BC02-P1
All Reads	ALL	12	460264	386	16	0.076938	0.003916	NA	NA	NA	BC02-P1
All Reads	ALL	13	609431	531	19	0.079934	0.003469	NA	NA	NA	BC02-P1
All Reads	ALL	14	866131	723	19	0.07658	0.002848	NA	NA	NA	BC02-P1
All Reads	ALL	15	1276991	1050	20	0.075433	0.002328	NA	NA	NA	BC02-P1
All Reads	ALL	16	1912298	2085	19	0.100025	0.002191	NA	NA	NA	BC02-P1
All Reads	ALL	17	2873264	3507	20	0.111975	0.001891	NA	NA	NA	BC02-P1
All Reads	ALL	18	4310883	6069	21	0.129155	0.001658	NA	NA	NA	BC02-P1
All Reads	ALL	19	6364320	10189	20	0.146872	0.001455	NA	NA	NA	BC02-P1
All Reads	ALL	20	9194506	16128	21	0.160921	0.001267	NA	NA	NA	BC02-P1
All Reads	ALL	21	12934834	24632	20	0.174702	0.001113	NA	NA	NA	BC02-P1
All Reads	ALL	22	17664262	34554	22	0.179458	9.65e-4	NA	NA	NA	BC02-P1
All Reads	ALL	23	23450931	47491	24	0.185785	8.53e-4	NA	NA	NA	BC02-P1
All Reads	ALL	24	30272954	64195	24	0.194539	7.68e-4	NA	NA	NA	BC02-P1
All Reads	ALL	25	37967796	88108	24	0.212892	7.17e-4	NA	NA	NA	BC02-P1
All Reads	ALL	26	46244861	115204	24	0.228541	6.73e-4	NA	NA	NA	BC02-P1
All Reads	ALL	27	54888845	143700	24	0.240178	6.34e-4	NA	NA	NA	BC02-P1
All Reads	ALL	28	63607757	177584	24	0.256126	6.08e-4	NA	NA	NA	BC02-P1
All Reads	ALL	29	72092623	219168	24	0.278898	5.96e-4	NA	NA	NA	BC02-P1
All Reads	ALL	30	80150381	261889	24	0.299758	5.86e-4	NA	NA	NA	BC02-P1
All Reads	ALL	31	87582575	306744	25	0.321305	5.8e-4	NA	NA	NA	BC02-P1
All Reads	ALL	32	94099516	352204	25	0.343373	5.79e-4	NA	NA	NA	BC02-P1
All Reads	ALL	33	99563693	403683	25	0.371962	5.85e-4	NA	NA	NA	BC02-P1
All Reads	ALL	34	103822748	453771	24	0.400963	5.95e-4	NA	NA	NA	BC02-P1
All Reads	ALL	35	107046720	500741	24	0.42914	6.06e-4	NA	NA	NA	BC02-P1
All Reads	ALL	36	109094349	561040	24	0.471793	6.3e-4	NA	NA	NA	BC02-P1
All Reads	ALL	37	109759029	612356	24	0.511827	6.54e-4	NA	NA	NA	BC02-P1
All Reads	ALL	38	108742561	656313	24	0.553696	6.83e-4	NA	NA	NA	BC02-P1
All Reads	ALL	39	106350740	694440	24	0.599037	7.19e-4	NA	NA	NA	BC02-P1
All Reads	ALL	40	102986732	723389	24	0.644392	7.58e-4	NA	NA	NA	BC02-P1
All Reads	ALL	41	98941479	730444	25	0.67728	7.92e-4	NA	NA	NA	BC02-P1
All Reads	ALL	42	94444701	739288	25	0.718118	8.35e-4	NA	NA	NA	BC02-P1
All Reads	ALL	43	89958166	736356	25	0.750943	8.75e-4	NA	NA	NA	BC02-P1
All Reads	ALL	44	85906450	714160	25	0.762657	9.02e-4	NA	NA	NA	BC02-P1
All Reads	ALL	45	82456226	710953	25	0.791001	9.38e-4	NA	NA	NA	BC02-P1
All Reads	ALL	46	79550344	713790	25	0.823167	9.74e-4	NA	NA	NA	BC02-P1
All Reads	ALL	47	77085421	718018	26	0.854521	0.001008	NA	NA	NA	BC02-P1
All Reads	ALL	48	74497370	722740	26	0.890022	0.001047	NA	NA	NA	BC02-P1
All Reads	ALL	49	71272749	732435	26	0.942769	0.001102	NA	NA	NA	BC02-P1
All Reads	ALL	50	67162836	731645	26	0.999381	0.001168	NA	NA	NA	BC02-P1
All Reads	ALL	51	62356075	729862	26	1.073796	0.001257	NA	NA	NA	BC02-P1
All Reads	ALL	52	57369069	739510	26	1.182567	0.001375	NA	NA	NA	BC02-P1
All Reads	ALL	53	52702057	764591	25	1.330949	0.001522	NA	NA	NA	BC02-P1
All Reads	ALL	54	48542265	792073	25	1.496942	0.001682	NA	NA	NA	BC02-P1
All Reads	ALL	55	44876597	820472	25	1.677272	0.001852	NA	NA	NA	BC02-P1
All Reads	ALL	56	41346578	860393	25	1.909049	0.002058	NA	NA	NA	BC02-P1
All Reads	ALL	57	37594432	892686	25	2.178386	0.002306	NA	NA	NA	BC02-P1
All Reads	ALL	58	33458358	928745	25	2.546546	0.002642	NA	NA	NA	BC02-P1
All Reads	ALL	59	28972655	954408	25	3.022076	0.003093	NA	NA	NA	BC02-P1
All Reads	ALL	60	24470214	951205	25	3.566121	0.003656	NA	NA	NA	BC02-P1
All Reads	ALL	61	20316562	942201	25	4.254544	0.004383	NA	NA	NA	BC02-P1
All Reads	ALL	62	16771816	933620	25	5.10681	0.005285	NA	NA	NA	BC02-P1
All Reads	ALL	63	13846719	906348	25	6.004928	0.006308	NA	NA	NA	BC02-P1
All Reads	ALL	64	11435727	880267	25	7.061717	0.007527	NA	NA	NA	BC02-P1
All Reads	ALL	65	9427296	821040	25	7.989817	0.008818	NA	NA	NA	BC02-P1
All Reads	ALL	66	7763602	745065	25	8.804214	0.0102	NA	NA	NA	BC02-P1
All Reads	ALL	67	6306729	680093	25	9.892904	0.011996	NA	NA	NA	BC02-P1
All Reads	ALL	68	5044172	587156	25	10.678821	0.013936	NA	NA	NA	BC02-P1
All Reads	ALL	69	4036063	498159	24	11.323214	0.016043	NA	NA	NA	BC02-P1
All Reads	ALL	70	3237424	420823	24	11.925032	0.018383	NA	NA	NA	BC02-P1
All Reads	ALL	71	2593527	336730	24	11.911068	0.020526	NA	NA	NA	BC02-P1
All Reads	ALL	72	2098727	276015	24	12.065252	0.022965	NA	NA	NA	BC02-P1
All Reads	ALL	73	1714316	224256	24	12.000874	0.025342	NA	NA	NA	BC02-P1
All Reads	ALL	74	1414431	182969	24	11.867396	0.027744	NA	NA	NA	BC02-P1
All Reads	ALL	75	1193116	144391	24	11.102407	0.029218	NA	NA	NA	BC02-P1
All Reads	ALL	76	1030236	118185	23	10.524108	0.030613	NA	NA	NA	BC02-P1
All Reads	ALL	77	906345	91943	23	9.306466	0.030692	NA	NA	NA	BC02-P1
All Reads	ALL	78	806223	71166	23	8.097986	0.030356	NA	NA	NA	BC02-P1
All Reads	ALL	79	704539	55416	23	7.215888	0.030653	NA	NA	NA	BC02-P1
All Reads	ALL	80	601018	41605	23	6.350643	0.031135	NA	NA	NA	BC02-P1
All Reads	ALL	81	504754	30663	23	5.573071	0.031826	NA	NA	NA	BC02-P1
All Reads	ALL	82	423484	21515	23	4.660838	0.031776	NA	NA	NA	BC02-P1
All Reads	ALL	83	348430	16508	23	4.346489	0.033829	NA	NA	NA	BC02-P1
All Reads	ALL	84	270044	10269	22	3.488617	0.034426	NA	NA	NA	BC02-P1
All Reads	ALL	85	195661	4865	22	2.281068	0.032704	NA	NA	NA	BC02-P1
All Reads	ALL	86	130371	3607	22	2.538194	0.042262	NA	NA	NA	BC02-P1
All Reads	ALL	87	84764	1962	22	2.123475	0.04794	NA	NA	NA	BC02-P1
All Reads	ALL	88	58468	536	20	0.84102	0.036327	NA	NA	NA	BC02-P1
All Reads	ALL	89	38017	149	20	0.359557	0.029456	NA	NA	NA	BC02-P1
All Reads	ALL	90	24933	33	21	0.121422	0.021137	NA	NA	NA	BC02-P1
All Reads	ALL	91	15833	252	21	1.460148	0.091981	NA	NA	NA	BC02-P1
All Reads	ALL	92	9370	61	22	0.597241	0.076469	NA	NA	NA	BC02-P1
All Reads	ALL	93	5877	69	17	1.077093	0.129667	NA	NA	NA	BC02-P1
All Reads	ALL	94	3408	541	16	14.563218000000001	0.626122	NA	NA	NA	BC02-P1
All Reads	ALL	95	1663	1366	15	75.356049	2.038885	NA	NA	NA	BC02-P1
All Reads	ALL	96	986	996	14	92.670626	2.936381	NA	NA	NA	BC02-P1
All Reads	ALL	97	658	2694	14	375.605004	7.236567	NA	NA	NA	BC02-P1
All Reads	ALL	98	328	4300	14	1202.691616	18.340875	NA	NA	NA	BC02-P1
All Reads	ALL	99	133	844	14	582.170879	20.039148	NA	NA	NA	BC02-P1
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC02-P1
All Reads	ALL	0	132619	36	13	0.021075	0.003513	NA	NA	NA	BC03-T
All Reads	ALL	1	95016	68	14	0.055563	0.006738	NA	NA	NA	BC03-T
All Reads	ALL	2	109250	44	18	0.031269	0.004714	NA	NA	NA	BC03-T
All Reads	ALL	3	139082	265	16	0.147928	0.009087	NA	NA	NA	BC03-T
All Reads	ALL	4	149438	156	15	0.081048	0.006489	NA	NA	NA	BC03-T
All Reads	ALL	5	152532	146	14	0.074314	0.00615	NA	NA	NA	BC03-T
All Reads	ALL	6	173446	276	14	0.123544	0.007436	NA	NA	NA	BC03-T
All Reads	ALL	7	187203	204	15	0.084605	0.005924	NA	NA	NA	BC03-T
All Reads	ALL	8	213554	204	16	0.074165	0.005193	NA	NA	NA	BC03-T
All Reads	ALL	9	241757	273	18	0.087672	0.005306	NA	NA	NA	BC03-T
All Reads	ALL	10	285954	266	19	0.072221	0.004428	NA	NA	NA	BC03-T
All Reads	ALL	11	351175	445	17	0.098381	0.004664	NA	NA	NA	BC03-T
All Reads	ALL	12	460264	456	18	0.076919	0.003602	NA	NA	NA	BC03-T
All Reads	ALL	13	609431	739	19	0.094145	0.003463	NA	NA	NA	BC03-T
All Reads	ALL	14	866131	930	20	0.083363	0.002734	NA	NA	NA	BC03-T
All Reads	ALL	15	1276991	1549	21	0.094176	0.002393	NA	NA	NA	BC03-T
All Reads	ALL	16	1912298	2753	21	0.111771	0.00213	NA	NA	NA	BC03-T
All Reads	ALL	17	2873264	4758	21	0.128566	0.001864	NA	NA	NA	BC03-T
All Reads	ALL	18	4310883	8188	20	0.147465	0.00163	NA	NA	NA	BC03-T
All Reads	ALL	19	6364320	14407	20	0.175751	0.001464	NA	NA	NA	BC03-T
All Reads	ALL	20	9194506	21924	19	0.185126	0.00125	NA	NA	NA	BC03-T
All Reads	ALL	21	12934834	32851	19	0.197181	0.001088	NA	NA	NA	BC03-T
All Reads	ALL	22	17664262	44424	21	0.195253	9.26e-4	NA	NA	NA	BC03-T
All Reads	ALL	23	23450931	57023	23	0.188785	7.91e-4	NA	NA	NA	BC03-T
All Reads	ALL	24	30272954	79099	23	0.202858	7.21e-4	NA	NA	NA	BC03-T
All Reads	ALL	25	37967796	107686	24	0.220202	6.71e-4	NA	NA	NA	BC03-T
All Reads	ALL	26	46244861	137876	23	0.231474	6.23e-4	NA	NA	NA	BC03-T
All Reads	ALL	27	54888845	169471	24	0.239711	5.82e-4	NA	NA	NA	BC03-T
All Reads	ALL	28	63607757	211267	24	0.257868	5.61e-4	NA	NA	NA	BC03-T
All Reads	ALL	29	72092623	254531	24	0.274111	5.43e-4	NA	NA	NA	BC03-T
All Reads	ALL	30	80150381	307446	24	0.29781	5.37e-4	NA	NA	NA	BC03-T
All Reads	ALL	31	87582575	358668	24	0.317945	5.31e-4	NA	NA	NA	BC03-T
All Reads	ALL	32	94099516	410716	24	0.338868	5.29e-4	NA	NA	NA	BC03-T
All Reads	ALL	33	99563693	461838	24	0.360135	5.3e-4	NA	NA	NA	BC03-T
All Reads	ALL	34	103822748	506585	24	0.378823	5.32e-4	NA	NA	NA	BC03-T
All Reads	ALL	35	107046720	565169	24	0.409903	5.45e-4	NA	NA	NA	BC03-T
All Reads	ALL	36	109094349	626831	24	0.446092	5.63e-4	NA	NA	NA	BC03-T
All Reads	ALL	37	109759029	667768	24	0.472348	5.78e-4	NA	NA	NA	BC03-T
All Reads	ALL	38	108742561	700514	23	0.500143	5.98e-4	NA	NA	NA	BC03-T
All Reads	ALL	39	106350740	725424	24	0.529576	6.22e-4	NA	NA	NA	BC03-T
All Reads	ALL	40	102986732	741725	24	0.559163	0.00064899999999999995	NA	NA	NA	BC03-T
All Reads	ALL	41	98941479	762568	24	0.59838	6.85e-4	NA	NA	NA	BC03-T
All Reads	ALL	42	94444701	786787	24	0.646779	7.29e-4	NA	NA	NA	BC03-T
All Reads	ALL	43	89958166	787271	24	0.679454	7.66e-4	NA	NA	NA	BC03-T
All Reads	ALL	44	85906450	789444	24	0.713464	8.03e-4	NA	NA	NA	BC03-T
All Reads	ALL	45	82456226	800916	24	0.754119	8.43e-4	NA	NA	NA	BC03-T
All Reads	ALL	46	79550344	817339	24	0.797695	8.82e-4	NA	NA	NA	BC03-T
All Reads	ALL	47	77085421	837664	24	0.843673	9.22e-4	NA	NA	NA	BC03-T
All Reads	ALL	48	74497370	871024	24	0.907749	9.73e-4	NA	NA	NA	BC03-T
All Reads	ALL	49	71272749	899855	24	0.980225	0.001033	NA	NA	NA	BC03-T
All Reads	ALL	50	67162836	929643	24	1.074642	0.001115	NA	NA	NA	BC03-T
All Reads	ALL	51	62356075	951308	24	1.184456	0.001214	NA	NA	NA	BC03-T
All Reads	ALL	52	57369069	985734	24	1.334008	0.001344	NA	NA	NA	BC03-T
All Reads	ALL	53	52702057	1024008	24	1.508524	0.001491	NA	NA	NA	BC03-T
All Reads	ALL	54	48542265	1086002	24	1.736949	0.001667	NA	NA	NA	BC03-T
All Reads	ALL	55	44876597	1129701	24	1.95443	0.001839	NA	NA	NA	BC03-T
All Reads	ALL	56	41346578	1180443	24	2.216573	0.00204	NA	NA	NA	BC03-T
All Reads	ALL	57	37594432	1227050	24	2.534051	0.002288	NA	NA	NA	BC03-T
All Reads	ALL	58	33458358	1248284	24	2.896579	0.002593	NA	NA	NA	BC03-T
All Reads	ALL	59	28972655	1262424	24	3.382934	0.003011	NA	NA	NA	BC03-T
All Reads	ALL	60	24470214	1237639	24	3.926746	0.00353	NA	NA	NA	BC03-T
All Reads	ALL	61	20316562	1221218	24	4.666804	0.004223	NA	NA	NA	BC03-T
All Reads	ALL	62	16771816	1150077	23	5.32382	0.004964	NA	NA	NA	BC03-T
All Reads	ALL	63	13846719	1074363	23	6.023941	0.005812	NA	NA	NA	BC03-T
All Reads	ALL	64	11435727	994687	23	6.753038	0.006771	NA	NA	NA	BC03-T
All Reads	ALL	65	9427296	892282	23	7.348379	0.007779	NA	NA	NA	BC03-T
All Reads	ALL	66	7763602	794962	23	7.949863	0.008916	NA	NA	NA	BC03-T
All Reads	ALL	67	6306729	711595	23	8.760024	0.010385	NA	NA	NA	BC03-T
All Reads	ALL	68	5044172	603591	23	9.290293	0.011958	NA	NA	NA	BC03-T
All Reads	ALL	69	4036063	509887	23	9.808273	0.013736	NA	NA	NA	BC03-T
All Reads	ALL	70	3237424	421506	23	10.108361	0.01557	NA	NA	NA	BC03-T
All Reads	ALL	71	2593527	333341	23	9.978713	0.017283	NA	NA	NA	BC03-T
All Reads	ALL	72	2098727	270883	23	10.020799	0.019254	NA	NA	NA	BC03-T
All Reads	ALL	73	1714316	214913	23	9.733037	0.020995	NA	NA	NA	BC03-T
All Reads	ALL	74	1414431	179123	23	9.832097	0.023231	NA	NA	NA	BC03-T
All Reads	ALL	75	1193116	150020	23	9.762095	0.025204	NA	NA	NA	BC03-T
All Reads	ALL	76	1030236	127726	23	9.625408	0.026933	NA	NA	NA	BC03-T
All Reads	ALL	77	906345	98573	23	8.443859	0.026894	NA	NA	NA	BC03-T
All Reads	ALL	78	806223	77435	23	7.456906	0.026797	NA	NA	NA	BC03-T
All Reads	ALL	79	704539	58841	22	6.484128	0.026731	NA	NA	NA	BC03-T
All Reads	ALL	80	601018	47261	23	6.105089	0.028083	NA	NA	NA	BC03-T
All Reads	ALL	81	504754	37431	22	5.757424	0.029759	NA	NA	NA	BC03-T
All Reads	ALL	82	423484	27701	22	5.078495	0.030513	NA	NA	NA	BC03-T
All Reads	ALL	83	348430	22077	22	4.919275	0.033108	NA	NA	NA	BC03-T
All Reads	ALL	84	270044	14979	21	4.306504	0.035187	NA	NA	NA	BC03-T
All Reads	ALL	85	195661	8820	21	3.499781	0.037265	NA	NA	NA	BC03-T
All Reads	ALL	86	130371	5287	20	3.148508	0.043301	NA	NA	NA	BC03-T
All Reads	ALL	87	84764	3365	20	3.082125	0.053132	NA	NA	NA	BC03-T
All Reads	ALL	88	58468	1501	19	1.993146	0.051446	NA	NA	NA	BC03-T
All Reads	ALL	89	38017	481	21	0.982299	0.044789	NA	NA	NA	BC03-T
All Reads	ALL	90	24933	212	20	0.660143	0.045339	NA	NA	NA	BC03-T
All Reads	ALL	91	15833	231	18	1.132727	0.074528	NA	NA	NA	BC03-T
All Reads	ALL	92	9370	57	19	0.472293	0.062557	NA	NA	NA	BC03-T
All Reads	ALL	93	5877	56	16	0.739791	0.098859	NA	NA	NA	BC03-T
All Reads	ALL	94	3408	458	16	10.433799	0.487539	NA	NA	NA	BC03-T
All Reads	ALL	95	1663	587	15	27.404533	1.131106	NA	NA	NA	BC03-T
All Reads	ALL	96	986	344	14	27.086824	1.460424	NA	NA	NA	BC03-T
All Reads	ALL	97	658	1142	15	134.746274	3.9873440000000002	NA	NA	NA	BC03-T
All Reads	ALL	98	328	1379	15	326.412647	8.789918	NA	NA	NA	BC03-T
All Reads	ALL	99	133	170	15	99.237048	7.611134	NA	NA	NA	BC03-T
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC03-T
All Reads	ALL	0	132619	32	15	0.015182	0.002684	NA	NA	NA	BC01-T
All Reads	ALL	1	95016	31	16	0.020528	0.003687	NA	NA	NA	BC01-T
All Reads	ALL	2	109250	41	19	0.023612	0.003688	NA	NA	NA	BC01-T
All Reads	ALL	3	139082	408	17	0.18457200000000001	0.009138	NA	NA	NA	BC01-T
All Reads	ALL	4	149438	229	14	0.096416	0.006371	NA	NA	NA	BC01-T
All Reads	ALL	5	152532	247	15	0.101886	0.006483	NA	NA	NA	BC01-T
All Reads	ALL	6	173446	443	15	0.1607	0.007635	NA	NA	NA	BC01-T
All Reads	ALL	7	187203	304	15	0.102173	0.00586	NA	NA	NA	BC01-T
All Reads	ALL	8	213554	266	16	0.07837	0.004805	NA	NA	NA	BC01-T
All Reads	ALL	9	241757	291	17	0.075734	0.00444	NA	NA	NA	BC01-T
All Reads	ALL	10	285954	353	19	0.07767	0.004134	NA	NA	NA	BC01-T
All Reads	ALL	11	351175	567	20	0.101587	0.004266	NA	NA	NA	BC01-T
All Reads	ALL	12	460264	649	19	0.088719	0.003483	NA	NA	NA	BC01-T
All Reads	ALL	13	609431	1019	20	0.105203	0.003296	NA	NA	NA	BC01-T
All Reads	ALL	14	866131	1256	20	0.09124	0.002574	NA	NA	NA	BC01-T
All Reads	ALL	15	1276991	2156	21	0.106228	0.002288	NA	NA	NA	BC01-T
All Reads	ALL	16	1912298	3854	21	0.126804	0.002043	NA	NA	NA	BC01-T
All Reads	ALL	17	2873264	7274	20	0.159285	0.001868	NA	NA	NA	BC01-T
All Reads	ALL	18	4310883	10663	20	0.155629	0.001507	NA	NA	NA	BC01-T
All Reads	ALL	19	6364320	19417	20	0.191958	0.001378	NA	NA	NA	BC01-T
All Reads	ALL	20	9194506	29479	20	0.201726	0.001175	NA	NA	NA	BC01-T
All Reads	ALL	21	12934834	43860	20	0.213346	0.001019	NA	NA	NA	BC01-T
All Reads	ALL	22	17664262	60449	22	0.215313	8.76e-4	NA	NA	NA	BC01-T
All Reads	ALL	23	23450931	80518	23	0.216028	7.61e-4	NA	NA	NA	BC01-T
All Reads	ALL	24	30272954	111730	24	0.232216	6.95e-4	NA	NA	NA	BC01-T
All Reads	ALL	25	37967796	151966	24	0.25183	6.46e-4	NA	NA	NA	BC01-T
All Reads	ALL	26	46244861	194206	24	0.264226	6e-4	NA	NA	NA	BC01-T
All Reads	ALL	27	54888845	237678	24	0.272447	5.59e-4	NA	NA	NA	BC01-T
All Reads	ALL	28	63607757	298450	24	0.295215	5.4e-4	NA	NA	NA	BC01-T
All Reads	ALL	29	72092623	363260	24	0.317032	5.26e-4	NA	NA	NA	BC01-T
All Reads	ALL	30	80150381	436154	24	0.342382	5.18e-4	NA	NA	NA	BC01-T
All Reads	ALL	31	87582575	511775	24	0.367653	5.14e-4	NA	NA	NA	BC01-T
All Reads	ALL	32	94099516	583546	24	0.39018	5.11e-4	NA	NA	NA	BC01-T
All Reads	ALL	33	99563693	659038	24	0.416472	5.13e-4	NA	NA	NA	BC01-T
All Reads	ALL	34	103822748	721531	24	0.43726	5.15e-4	NA	NA	NA	BC01-T
All Reads	ALL	35	107046720	799376	24	0.469845	5.26e-4	NA	NA	NA	BC01-T
All Reads	ALL	36	109094349	877031	24	0.505812	5.4e-4	NA	NA	NA	BC01-T
All Reads	ALL	37	109759029	928925	24	0.532497	5.52e-4	NA	NA	NA	BC01-T
All Reads	ALL	38	108742561	968450	24	0.560344	5.69e-4	NA	NA	NA	BC01-T
All Reads	ALL	39	106350740	1005350	24	0.594776	5.93e-4	NA	NA	NA	BC01-T
All Reads	ALL	40	102986732	1021868	24	0.624296	6.18e-4	NA	NA	NA	BC01-T
All Reads	ALL	41	98941479	1042760	24	0.663106	0.00064899999999999995	NA	NA	NA	BC01-T
All Reads	ALL	42	94444701	1064300	24	0.709028	6.87e-4	NA	NA	NA	BC01-T
All Reads	ALL	43	89958166	1064739	24	0.744697	7.22e-4	NA	NA	NA	BC01-T
All Reads	ALL	44	85906450	1060225	25	0.776514	7.54e-4	NA	NA	NA	BC01-T
All Reads	ALL	45	82456226	1067810	25	0.814793	7.88e-4	NA	NA	NA	BC01-T
All Reads	ALL	46	79550344	1072586	25	0.848334	8.19e-4	NA	NA	NA	BC01-T
All Reads	ALL	47	77085421	1076931	25	0.879007	8.47e-4	NA	NA	NA	BC01-T
All Reads	ALL	48	74497370	1096731	25	0.926267	8.84e-4	NA	NA	NA	BC01-T
All Reads	ALL	49	71272749	1115547	25	0.984785	9.32e-4	NA	NA	NA	BC01-T
All Reads	ALL	50	67162836	1138212	25	1.066279	9.99e-4	NA	NA	NA	BC01-T
All Reads	ALL	51	62356075	1149249	25	1.159611	0.001082	NA	NA	NA	BC01-T
All Reads	ALL	52	57369069	1175623	25	1.289339	0.001189	NA	NA	NA	BC01-T
All Reads	ALL	53	52702057	1202112	25	1.43514	0.001309	NA	NA	NA	BC01-T
All Reads	ALL	54	48542265	1268114	25	1.643672	0.00146	NA	NA	NA	BC01-T
All Reads	ALL	55	44876597	1319251	25	1.849628	0.00161	NA	NA	NA	BC01-T
All Reads	ALL	56	41346578	1366143	24	2.078899	0.001779	NA	NA	NA	BC01-T
All Reads	ALL	57	37594432	1411182	24	2.361763	0.001988	NA	NA	NA	BC01-T
All Reads	ALL	58	33458358	1432260	24	2.693358	0.002251	NA	NA	NA	BC01-T
All Reads	ALL	59	28972655	1448250	24	3.145083	0.002613	NA	NA	NA	BC01-T
All Reads	ALL	60	24470214	1416564	24	3.642296	0.00306	NA	NA	NA	BC01-T
All Reads	ALL	61	20316562	1396585	24	4.325079	0.00366	NA	NA	NA	BC01-T
All Reads	ALL	62	16771816	1311856	24	4.921335	0.004297	NA	NA	NA	BC01-T
All Reads	ALL	63	13846719	1216737	24	5.528747	0.005012	NA	NA	NA	BC01-T
All Reads	ALL	64	11435727	1129620	24	6.215062	0.005848	NA	NA	NA	BC01-T
All Reads	ALL	65	9427296	1013630	24	6.765021	0.006719	NA	NA	NA	BC01-T
All Reads	ALL	66	7763602	903155	24	7.319407	0.007702	NA	NA	NA	BC01-T
All Reads	ALL	67	6306729	806930	24	8.050235	0.008962	NA	NA	NA	BC01-T
All Reads	ALL	68	5044172	683906	24	8.530675	0.010315	NA	NA	NA	BC01-T
All Reads	ALL	69	4036063	574812	23	8.960758	0.011819	NA	NA	NA	BC01-T
All Reads	ALL	70	3237424	473083	23	9.194214	0.013367	NA	NA	NA	BC01-T
All Reads	ALL	71	2593527	374577	23	9.087139	0.014848	NA	NA	NA	BC01-T
All Reads	ALL	72	2098727	300409	23	9.006039	0.016432	NA	NA	NA	BC01-T
All Reads	ALL	73	1714316	239453	23	8.788328	0.01796	NA	NA	NA	BC01-T
All Reads	ALL	74	1414431	199097	23	8.856453	0.019848	NA	NA	NA	BC01-T
All Reads	ALL	75	1193116	166124	23	8.760453	0.021494	NA	NA	NA	BC01-T
All Reads	ALL	76	1030236	144810	23	8.843795	0.02324	NA	NA	NA	BC01-T
All Reads	ALL	77	906345	112802	23	7.830691	0.023315	NA	NA	NA	BC01-T
All Reads	ALL	78	806223	89047	23	6.949298	0.023288	NA	NA	NA	BC01-T
All Reads	ALL	79	704539	66777	23	5.963466	0.023077	NA	NA	NA	BC01-T
All Reads	ALL	80	601018	53959	23	5.648762	0.024318	NA	NA	NA	BC01-T
All Reads	ALL	81	504754	42349	23	5.278861	0.025652	NA	NA	NA	BC01-T
All Reads	ALL	82	423484	31456	23	4.673512	0.026351	NA	NA	NA	BC01-T
All Reads	ALL	83	348430	26145	22	4.721173	0.029198000000000002	NA	NA	NA	BC01-T
All Reads	ALL	84	270044	17939	22	4.179656	0.031206	NA	NA	NA	BC01-T
All Reads	ALL	85	195661	11178	21	3.594485	0.033998	NA	NA	NA	BC01-T
All Reads	ALL	86	130371	7146	21	3.448727	0.040797	NA	NA	NA	BC01-T
All Reads	ALL	87	84764	5078	20	3.769277	0.052895	NA	NA	NA	BC01-T
All Reads	ALL	88	58468	2795	21	3.007741	0.056892	NA	NA	NA	BC01-T
All Reads	ALL	89	38017	1109	20	1.835399	0.055114	NA	NA	NA	BC01-T
All Reads	ALL	90	24933	577	23	1.456056	0.060616	NA	NA	NA	BC01-T
All Reads	ALL	91	15833	487	20	1.935275	0.087696	NA	NA	NA	BC01-T
All Reads	ALL	92	9370	129	19	0.866218	0.076266	NA	NA	NA	BC01-T
All Reads	ALL	93	5877	116	19	1.241879	0.115306	NA	NA	NA	BC01-T
All Reads	ALL	94	3408	492	16	9.083273	0.409506	NA	NA	NA	BC01-T
All Reads	ALL	95	1663	654	15	24.74357	0.96755	NA	NA	NA	BC01-T
All Reads	ALL	96	986	426	14	27.183761	1.317058	NA	NA	NA	BC01-T
All Reads	ALL	97	658	1394	15	133.294961	3.570116	NA	NA	NA	BC01-T
All Reads	ALL	98	328	1535	15	294.449885	7.515488	NA	NA	NA	BC01-T
